,path,label
56,{}/train/label_3/one_side.01_17_15_14.Still3189.png,label_3
57,{}/train/label_2/one_side.01_17_28_14.Still3250.png,label_2
58,{}/train/label_3/one_side.02_21_51_24.Still4267.png,label_3
59,{}/train/label_1/one_side.01_18_22_19.Still3418.png,label_1
60,{}/train/label_3/one_side.02_18_20_21.Still4001.png,label_3
61,{}/train/label_3/one_side.02_23_52_06.Still4365.png,label_3
62,{}/train/label_2/one_side.01_18_10_14.Still3372.png,label_2
63,{}/train/label_3/one_side.02_19_26_03.Still4108.png,label_3
64,{}/train/label_2/one_side.01_17_28_20.Still3238.png,label_2
65,{}/train/label_3/one_side.02_17_42_00.Still3981.png,label_3
66,{}/train/label_2/one_side.01_18_20_11.Still3410.png,label_2
67,{}/train/label_1/one_side.00_03_53_05.Still3570.png,label_1
68,{}/train/label_3/one_side.02_16_39_20.Still3950.png,label_3
69,{}/train/label_2/one_side.00_04_18_12.Still3642.png,label_2
70,{}/train/label_3/one_side.00_03_37_04.Still3532.png,label_3
71,{}/train/label_2/one_side.01_17_28_05.Still3247.png,label_2
72,{}/train/label_3/one_side.02_16_08_07.Still3899.png,label_3
73,{}/train/label_3/one_side.02_23_45_24.Still4346.png,label_3
74,{}/train/label_1/one_side.00_04_08_25.Still3630.png,label_1
75,{}/train/label_3/one_side.02_15_37_17.Still3814.png,label_3
76,{}/train/label_3/one_side.02_21_19_24.Still4216.png,label_3
77,{}/train/label_2/one_side.01_15_53_25.Still3009.png,label_2
78,{}/train/label_3/one_side.01_14_44_14.Still2774.png,label_3
79,{}/train/label_3/one_side.01_17_13_04.Still3180.png,label_3
80,{}/train/label_1/one_side.00_06_08_25.Still3805.png,label_1
81,{}/train/label_1/one_side.01_14_51_14.Still2801.png,label_1
82,{}/train/label_3/one_side.02_15_35_00.Still3826.png,label_3
83,{}/train/label_2/one_side.01_15_06_08.Still2831.png,label_2
84,{}/train/label_2/one_side.01_17_28_07.Still3234.png,label_2
85,{}/train/label_1/one_side.01_16_26_04.Still3074.png,label_1
86,{}/train/label_3/one_side.02_16_14_13.Still3921.png,label_3
87,{}/train/label_3/one_side.02_18_52_18.Still4048.png,label_3
88,{}/train/label_3/one_side.01_15_26_11.Still2900.png,label_3
89,{}/train/label_3/one_side.02_16_22_02.Still3911.png,label_3
90,{}/train/label_3/one_side.02_23_52_01.Still4386.png,label_3
91,{}/train/label_1/one_side.01_17_57_21.Still3334.png,label_1
92,{}/train/label_1/one_side.00_03_37_06.Still3522.png,label_1
93,{}/train/label_3/one_side.02_19_03_28.Still4070.png,label_3
94,{}/train/label_3/one_side.02_19_03_25.Still4067.png,label_3
95,{}/train/label_1/one_side.00_05_30_22.Still3745.png,label_1
96,{}/train/label_3/one_side.02_23_54_11.Still4403.png,label_3
97,{}/train/label_3/one_side.00_02_18_13.Still3502.png,label_3
98,{}/train/label_3/one_side.02_22_21_06.Still4319.png,label_3
99,{}/train/label_3/one_side.02_18_53_05.Still4052.png,label_3
100,{}/train/label_2/one_side.01_16_03_24.Still3049.png,label_2
101,{}/train/label_2/one_side.01_17_24_20.Still3217.png,label_2
102,{}/train/label_2/one_side.01_18_17_10.Still3377.png,label_2
103,{}/train/label_1/one_side.00_05_41_26.Still3759.png,label_1
104,{}/train/label_1/one_side.00_04_28_24.Still3675.png,label_1
105,{}/train/label_1/one_side.00_03_53_12.Still3576.png,label_1
106,{}/train/label_3/one_side.02_23_51_20.Still4349.png,label_3
107,{}/train/label_3/one_side.02_16_22_00.Still3910.png,label_3
108,{}/train/label_3/one_side.02_19_32_05.Still4128.png,label_3
109,{}/train/label_2/one_side.01_17_32_14.Still3269.png,label_2
110,{}/train/label_1/one_side.00_05_17_02.Still3724.png,label_1
111,{}/train/label_3/one_side.02_21_46_10.Still4259.png,label_3
112,{}/train/label_3/one_side.02_16_57_01.Still3961.png,label_3
113,{}/train/label_3/one_side.02_22_18_25.Still4318.png,label_3
114,{}/train/label_3/one_side.02_23_51_22.Still4351.png,label_3
115,{}/train/label_3/one_side.02_19_28_22.Still4103.png,label_3
116,{}/train/label_3/one_side.01_17_15_11.Still3186.png,label_3
117,{}/train/label_3/one_side.00_02_18_15.Still3504.png,label_3
118,{}/train/label_3/one_side.02_21_20_26.Still4202.png,label_3
119,{}/train/label_1/one_side.01_13_48_19.Still2674.png,label_1
120,{}/train/label_3/one_side.02_22_16_27.Still4331.png,label_3
121,{}/train/label_3/one_side.02_19_04_08.Still4074.png,label_3
122,{}/train/label_2/one_side.01_17_45_11.Still3298.png,label_2
123,{}/train/label_3/one_side.02_23_52_03.Still4362.png,label_3
124,{}/train/label_3/one_side.02_21_47_05.Still4296.png,label_3
125,{}/train/label_3/one_side.02_15_32_02.Still3836.png,label_3
126,{}/train/label_3/one_side.02_19_13_18.Still4088.png,label_3
127,{}/train/label_3/one_side.02_19_10_18.Still4084.png,label_3
128,{}/train/label_1/one_side.00_00_52_28.Still3470.png,label_1
129,{}/train/label_1/one_side.01_15_48_09.Still2984.png,label_1
130,{}/train/label_1/one_side.00_04_08_22.Still3627.png,label_1
131,{}/train/label_1/one_side.01_13_20_24.Still2622.png,label_1
132,{}/train/label_2/one_side.02_16_08_22.Still3874.png,label_2
133,{}/train/label_1/one_side.01_17_46_04.Still3302.png,label_1
134,{}/train/label_3/one_side.00_02_18_06.Still3495.png,label_3
135,{}/train/label_2/one_side.00_01_40_26.Still3424.png,label_2
136,{}/train/label_1/one_side.00_04_23_24.Still3666.png,label_1
137,{}/train/label_3/one_side.01_14_42_24.Still2766.png,label_3
138,{}/train/label_3/one_side.02_21_46_19.Still4243.png,label_3
139,{}/train/label_2/one_side.01_17_10_23.Still3153.png,label_2
140,{}/train/label_3/one_side.01_15_27_03.Still2905.png,label_3
141,{}/train/label_2/one_side.01_17_28_12.Still3237.png,label_2
142,{}/train/label_3/one_side.02_15_36_27.Still3811.png,label_3
143,{}/train/label_3/one_side.02_21_46_02.Still4283.png,label_3
144,{}/train/label_1/one_side.00_04_48_07.Still3688.png,label_1
145,{}/train/label_3/one_side.02_21_51_21.Still4265.png,label_3
146,{}/train/label_3/one_side.02_19_03_26.Still4068.png,label_3
147,{}/train/label_1/one_side.01_14_48_13.Still2798.png,label_1
148,{}/train/label_2/one_side.01_18_17_22.Still3393.png,label_2
149,{}/train/label_2/one_side.01_16_26_05.Still3075.png,label_2
150,{}/train/label_2/one_side.01_18_05_06.Still3361.png,label_2
151,{}/train/label_1/one_side.00_05_30_21.Still3744.png,label_1
152,{}/train/label_3/one_side.02_15_37_25.Still3822.png,label_3
153,{}/train/label_2/one_side.01_17_22_27.Still3206.png,label_2
154,{}/train/label_1/one_side.00_03_49_03.Still3557.png,label_1
155,{}/train/label_2/one_side.01_17_16_11.Still3201.png,label_2
156,{}/train/label_2/one_side.01_15_52_18.Still3004.png,label_2
157,{}/train/label_3/one_side.02_15_31_28.Still3832.png,label_3
158,{}/train/label_2/one_side.01_16_06_17.Still3050.png,label_2
159,{}/train/label_3/one_side.02_15_37_21.Still3818.png,label_3
160,{}/train/label_1/one_side.01_14_42_27.Still2758.png,label_1
161,{}/train/label_2/one_side.01_16_23_20.Still3073.png,label_2
162,{}/train/label_3/one_side.02_22_17_27.Still4314.png,label_3
163,{}/train/label_2/one_side.01_15_06_16.Still2847.png,label_2
164,{}/train/label_1/one_side.00_04_50_17.Still3695.png,label_1
165,{}/train/label_3/one_side.02_18_37_00.Still4013.png,label_3
166,{}/train/label_3/one_side.00_03_37_01.Still3520.png,label_3
167,{}/train/label_2/one_side.01_15_13_08.Still2871.png,label_2
168,{}/train/label_3/one_side.02_19_57_25.Still4150.png,label_3
169,{}/train/label_1/one_side.01_13_46_01.Still2664.png,label_1
170,{}/train/label_3/one_side.02_18_37_13.Still4019.png,label_3
171,{}/train/label_3/one_side.02_20_39_15.Still4163.png,label_3
172,{}/train/label_3/one_side.02_23_52_00.Still4385.png,label_3
173,{}/train/label_2/one_side.01_17_28_21.Still3262.png,label_2
174,{}/train/label_3/one_side.01_15_26_02.Still2908.png,label_3
175,{}/train/label_2/one_side.01_16_51_21.Still3115.png,label_2
176,{}/train/label_1/one_side.00_03_57_23.Still3581.png,label_1
177,{}/train/label_2/one_side.01_15_19_25.Still2889.png,label_2
178,{}/train/label_1/one_side.00_06_00_11.Still3780.png,label_1
179,{}/train/label_3/one_side.02_21_21_18.Still4203.png,label_3
180,{}/train/label_3/one_side.00_03_37_07.Still3535.png,label_3
181,{}/train/label_2/one_side.01_14_57_07.Still2821.png,label_2
182,{}/train/label_3/one_side.02_18_34_17.Still4039.png,label_3
183,{}/train/label_1/one_side.00_05_13_01.Still3713.png,label_1
184,{}/train/label_3/one_side.01_14_47_15.Still2781.png,label_3
185,{}/train/label_1/one_side.00_04_50_26.Still3696.png,label_1
186,{}/train/label_3/one_side.00_03_36_21.Still3518.png,label_3
187,{}/train/label_1/one_side.00_02_13_14.Still3490.png,label_1
188,{}/train/label_1/one_side.01_17_46_05.Still3294.png,label_1
189,{}/train/label_2/one_side.01_15_36_02.Still2963.png,label_2
190,{}/train/label_1/one_side.01_13_46_00.Still2663.png,label_1
191,{}/train/label_2/one_side.01_16_00_27.Still3043.png,label_2
192,{}/train/label_2/one_side.01_18_16_29.Still3375.png,label_2
193,{}/train/label_3/one_side.02_22_23_07.Still4325.png,label_3
194,{}/train/label_1/one_side.00_05_49_16.Still3775.png,label_1
195,{}/train/label_2/one_side.00_01_41_00.Still3428.png,label_2
196,{}/train/label_1/one_side.01_17_46_03.Still3292.png,label_1
197,{}/train/label_2/one_side.01_17_28_08.Still3235.png,label_2
198,{}/train/label_2/one_side.01_16_15_24.Still3056.png,label_2
199,{}/train/label_2/one_side.01_14_13_19.Still2696.png,label_2
200,{}/train/label_1/one_side.00_05_36_15.Still3749.png,label_1
201,{}/train/label_3/one_side.02_19_54_20.Still4149.png,label_3
202,{}/train/label_1/one_side.00_00_28_12.Still3450.png,label_1
203,{}/train/label_3/one_side.02_21_17_00.Still4211.png,label_3
204,{}/train/label_3/one_side.01_16_49_29.Still3113.png,label_3
205,{}/train/label_3/one_side.02_20_36_27.Still4158.png,label_3
206,{}/train/label_2/one_side.01_18_05_03.Still3359.png,label_2
207,{}/train/label_3/one_side.02_16_07_02.Still3895.png,label_3
208,{}/train/label_3/one_side.02_16_21_08.Still3926.png,label_3
209,{}/train/label_1/one_side.00_04_09_10.Still3633.png,label_1
210,{}/train/label_1/one_side.00_00_15_17.Still3444.png,label_1
211,{}/train/label_2/one_side.01_15_35_23.Still2959.png,label_2
212,{}/train/label_1/one_side.01_15_54_01.Still3014.png,label_1
213,{}/train/label_1/one_side.00_05_30_05.Still3741.png,label_1
214,{}/train/label_3/one_side.02_18_42_02.Still4034.png,label_3
215,{}/train/label_2/one_side.01_17_16_09.Still3204.png,label_2
216,{}/train/label_1/one_side.00_04_04_11.Still3586.png,label_1
217,{}/train/label_3/one_side.02_21_43_07.Still4269.png,label_3
218,{}/train/label_3/one_side.01_15_26_18.Still2903.png,label_3
219,{}/train/label_3/one_side.02_21_47_08.Still4253.png,label_3
220,{}/train/label_2/one_side.01_15_53_13.Still3021.png,label_2
221,{}/train/label_2/one_side.01_17_13_21.Still3154.png,label_2
222,{}/train/label_3/one_side.02_21_20_26.Still4221.png,label_3
223,{}/train/label_2/one_side.01_16_42_26.Still3105.png,label_2
224,{}/train/label_1/one_side.01_16_49_02.Still3109.png,label_1
225,{}/train/label_3/one_side.02_21_20_19.Still4195.png,label_3
226,{}/train/label_2/one_side.01_17_25_26.Still3223.png,label_2
227,{}/train/label_1/one_side.00_05_41_24.Still3757.png,label_1
228,{}/train/label_1/one_side.01_15_13_00.Still2869.png,label_1
229,{}/train/label_3/one_side.02_23_51_28.Still4357.png,label_3
230,{}/train/label_1/one_side.01_14_29_09.Still2730.png,label_1
231,{}/train/label_3/one_side.02_19_05_14.Still4083.png,label_3
232,{}/train/label_1/one_side.01_13_37_03.Still2639.png,label_1
233,{}/train/label_3/one_side.01_15_26_03.Still2909.png,label_3
234,{}/train/label_3/one_side.02_20_36_12.Still4155.png,label_3
235,{}/train/label_2/one_side.01_17_42_03.Still3283.png,label_2
236,{}/train/label_1/one_side.01_17_37_16.Still3277.png,label_1
237,{}/train/label_2/one_side.01_16_59_23.Still3129.png,label_2
238,{}/train/label_3/one_side.02_23_44_29.Still4407.png,label_3
239,{}/train/label_1/one_side.00_03_57_00.Still3580.png,label_1
240,{}/train/label_3/one_side.01_17_13_01.Still3177.png,label_3
241,{}/train/label_3/one_side.02_15_37_20.Still3817.png,label_3
242,{}/train/label_1/one_side.00_04_18_04.Still3651.png,label_1
243,{}/train/label_3/one_side.02_20_36_11.Still4154.png,label_3
244,{}/train/label_3/one_side.02_15_37_17.Still3842.png,label_3
245,{}/train/label_1/one_side.00_04_48_09.Still3690.png,label_1
246,{}/train/label_3/one_side.02_21_20_18.Still4194.png,label_3
247,{}/train/label_1/one_side.01_14_42_23.Still2748.png,label_1
248,{}/train/label_3/one_side.01_17_14_02.Still3185.png,label_3
249,{}/train/label_2/one_side.02_16_40_20.Still3934.png,label_2
250,{}/train/label_1/one_side.00_03_49_02.Still3556.png,label_1
251,{}/train/label_3/one_side.02_16_28_03.Still3907.png,label_3
252,{}/train/label_3/one_side.02_21_47_07.Still4297.png,label_3
253,{}/train/label_3/one_side.02_23_51_19.Still4348.png,label_3
254,{}/train/label_2/one_side.01_17_28_04.Still3246.png,label_2
255,{}/train/label_3/one_side.02_23_44_24.Still4341.png,label_3
256,{}/train/label_2/one_side.01_14_58_27.Still2823.png,label_2
257,{}/train/label_2/one_side.01_15_44_25.Still2979.png,label_2
258,{}/train/label_1/one_side.00_03_36_20.Still3526.png,label_1
259,{}/train/label_1/one_side.00_04_46_28.Still3698.png,label_1
260,{}/train/label_1/one_side.00_04_23_22.Still3665.png,label_1
261,{}/train/label_3/one_side.02_21_47_21.Still4256.png,label_3
262,{}/train/label_2/one_side.01_18_05_10.Still3363.png,label_2
263,{}/train/label_3/one_side.01_17_12_02.Still3161.png,label_3
264,{}/train/label_1/one_side.01_14_51_13.Still2800.png,label_1
265,{}/train/label_3/one_side.02_21_46_24.Still4289.png,label_3
266,{}/train/label_1/one_side.00_03_37_02.Still3545.png,label_1
267,{}/train/label_3/one_side.01_14_48_02.Still2792.png,label_3
268,{}/train/label_1/one_side.01_15_25_23.Still2890.png,label_1
269,{}/train/label_2/one_side.01_18_17_11.Still3390.png,label_2
270,{}/train/label_1/one_side.01_14_42_23.Still2754.png,label_1
271,{}/train/label_1/one_side.01_13_20_21.Still2619.png,label_1
272,{}/train/label_3/one_side.02_15_37_21.Still3846.png,label_3
273,{}/train/label_2/one_side.01_16_52_13.Still3116.png,label_2
274,{}/train/label_3/one_side.02_19_57_23.Still4144.png,label_3
275,{}/train/label_1/one_side.00_04_08_12.Still3619.png,label_1
276,{}/train/label_2/one_side.01_16_38_04.Still3101.png,label_2
277,{}/train/label_3/one_side.01_17_13_07.Still3183.png,label_3
278,{}/train/label_3/one_side.01_14_43_00.Still2772.png,label_3
279,{}/train/label_1/one_side.01_13_20_22.Still2620.png,label_1
280,{}/train/label_3/one_side.02_18_24_11.Still3996.png,label_3
281,{}/train/label_1/one_side.01_14_52_04.Still2804.png,label_1
282,{}/train/label_3/one_side.02_19_34_24.Still4137.png,label_3
283,{}/train/label_1/one_side.01_14_55_18.Still2811.png,label_1
284,{}/train/label_3/one_side.02_21_16_24.Still4205.png,label_3
285,{}/train/label_1/one_side.00_03_42_22.Still3551.png,label_1
286,{}/train/label_3/one_side.02_15_32_00.Still3834.png,label_3
287,{}/train/label_1/one_side.01_15_48_11.Still2986.png,label_1
288,{}/train/label_2/one_side.01_16_16_11.Still3051.png,label_2
289,{}/train/label_3/one_side.00_03_40_16.Still3537.png,label_3
290,{}/train/label_2/one_side.01_15_13_22.Still2865.png,label_2
291,{}/train/label_1/one_side.01_13_49_06.Still2669.png,label_1
292,{}/train/label_1/one_side.00_04_28_21.Still3673.png,label_1
293,{}/train/label_3/one_side.02_20_36_28.Still4159.png,label_3
294,{}/train/label_2/one_side.01_17_28_27.Still3253.png,label_2
295,{}/train/label_3/one_side.01_15_37_28.Still2967.png,label_3
296,{}/train/label_2/one_side.01_14_32_08.Still2735.png,label_2
297,{}/train/label_3/one_side.01_15_35_26.Still2927.png,label_3
298,{}/train/label_3/one_side.02_18_40_13.Still4023.png,label_3
299,{}/train/label_3/one_side.02_15_37_18.Still3815.png,label_3
300,{}/train/label_3/one_side.02_21_46_17.Still4262.png,label_3
301,{}/train/label_3/one_side.02_15_31_27.Still3831.png,label_3
302,{}/train/label_2/one_side.01_18_20_13.Still3412.png,label_2
303,{}/train/label_3/one_side.02_18_36_28.Still4011.png,label_3
304,{}/train/label_2/one_side.01_16_22_28.Still3060.png,label_2
305,{}/train/label_2/one_side.01_16_22_28.Still3070.png,label_2
306,{}/train/label_2/one_side.01_15_13_23.Still2866.png,label_2
307,{}/train/label_1/one_side.01_13_25_12.Still2633.png,label_1
308,{}/train/label_2/one_side.01_15_54_04.Still3027.png,label_2
309,{}/train/label_3/one_side.02_16_28_00.Still3931.png,label_3
310,{}/train/label_1/one_side.00_03_53_10.Still3574.png,label_1
311,{}/train/label_3/one_side.02_15_37_27.Still3824.png,label_3
312,{}/train/label_3/one_side.01_15_30_05.Still2921.png,label_3
313,{}/train/label_3/one_side.02_23_52_09.Still4394.png,label_3
314,{}/train/label_3/one_side.01_14_48_05.Still2784.png,label_3
315,{}/train/label_3/one_side.02_21_20_10.Still4186.png,label_3
316,{}/train/label_2/one_side.01_17_28_06.Still3248.png,label_2
317,{}/train/label_3/one_side.01_15_29_21.Still2920.png,label_3
318,{}/train/label_2/one_side.01_15_07_18.Still2844.png,label_2
319,{}/train/label_2/one_side.01_15_13_02.Still2862.png,label_2
320,{}/train/label_2/one_side.00_01_40_27.Still3425.png,label_2
321,{}/train/label_2/one_side.01_14_32_09.Still2736.png,label_2
322,{}/train/label_1/one_side.01_14_35_21.Still2746.png,label_1
323,{}/train/label_2/one_side.01_14_16_00.Still2660.png,label_2
324,{}/train/label_1/one_side.00_04_48_08.Still3689.png,label_1
325,{}/train/label_1/one_side.01_13_46_02.Still2665.png,label_1
326,{}/train/label_3/one_side.02_19_05_12.Still4082.png,label_3
327,{}/train/label_3/one_side.02_23_54_10.Still4372.png,label_3
328,{}/train/label_1/one_side.01_14_33_06.Still2733.png,label_1
329,{}/train/label_1/one_side.00_00_53_03.Still3475.png,label_1
330,{}/train/label_2/one_side.01_15_06_18.Still2848.png,label_2
331,{}/train/label_1/one_side.00_06_08_22.Still3802.png,label_1
332,{}/train/label_3/one_side.02_22_17_26.Still4313.png,label_3
333,{}/train/label_2/one_side.01_15_04_19.Still2830.png,label_2
334,{}/train/label_2/one_side.01_15_36_00.Still2945.png,label_2
335,{}/train/label_2/one_side.01_17_51_27.Still3316.png,label_2
336,{}/train/label_1/one_side.01_17_03_23.Still3138.png,label_1
337,{}/train/label_3/one_side.00_02_19_10.Still3507.png,label_3
338,{}/train/label_1/one_side.01_17_46_08.Still3295.png,label_1
339,{}/train/label_3/one_side.01_17_16_08.Still3198.png,label_3
340,{}/train/label_1/one_side.00_00_28_20.Still3458.png,label_1
341,{}/train/label_1/one_side.00_03_36_19.Still3540.png,label_1
342,{}/train/label_1/one_side.01_14_17_17.Still2702.png,label_1
343,{}/train/label_3/one_side.02_23_52_08.Still4367.png,label_3
344,{}/train/label_2/one_side.01_17_22_01.Still3208.png,label_2
345,{}/train/label_3/one_side.02_16_14_20.Still3923.png,label_3
346,{}/train/label_3/one_side.01_15_35_25.Still2926.png,label_3
347,{}/train/label_1/one_side.00_04_06_20.Still3609.png,label_1
348,{}/train/label_3/one_side.02_21_20_16.Still4192.png,label_3
349,{}/train/label_3/one_side.02_16_07_10.Still3898.png,label_3
350,{}/train/label_1/one_side.01_13_49_09.Still2677.png,label_1
351,{}/train/label_1/one_side.00_04_06_21.Still3588.png,label_1
352,{}/train/label_3/one_side.02_21_47_10.Still4300.png,label_3
353,{}/train/label_2/one_side.01_13_56_10.Still2648.png,label_2
354,{}/train/label_1/one_side.00_00_53_01.Still3473.png,label_1
355,{}/train/label_1/one_side.01_14_45_16.Still2778.png,label_1
356,{}/train/label_3/one_side.01_17_12_21.Still3167.png,label_3
357,{}/train/label_3/one_side.02_22_17_25.Still4312.png,label_3
358,{}/train/label_3/one_side.02_21_46_28.Still4293.png,label_3
359,{}/train/label_3/one_side.02_16_01_17.Still3885.png,label_3
360,{}/train/label_2/one_side.01_15_53_29.Still3022.png,label_2
361,{}/train/label_2/one_side.01_15_35_25.Still2960.png,label_2
362,{}/train/label_3/one_side.02_15_32_01.Still3807.png,label_3
363,{}/train/label_1/one_side.00_00_15_03.Still3442.png,label_1
364,{}/train/label_3/one_side.02_21_20_14.Still4190.png,label_3
365,{}/train/label_3/one_side.02_19_28_11.Still4111.png,label_3
366,{}/train/label_3/one_side.01_15_35_20.Still2936.png,label_3
367,{}/train/label_2/one_side.01_18_17_12.Still3379.png,label_2
368,{}/train/label_1/one_side.00_06_02_12.Still3782.png,label_1
369,{}/train/label_3/one_side.02_23_44_26.Still4343.png,label_3
370,{}/train/label_3/one_side.02_23_52_05.Still4390.png,label_3
371,{}/train/label_2/one_side.01_15_34_18.Still2953.png,label_2
372,{}/train/label_3/one_side.01_15_44_18.Still2981.png,label_3
373,{}/train/label_3/one_side.02_17_41_28.Still3980.png,label_3
374,{}/train/label_3/one_side.01_15_25_29.Still2906.png,label_3
375,{}/train/label_2/one_side.00_04_23_21.Still3658.png,label_2
376,{}/train/label_3/one_side.00_02_18_10.Still3499.png,label_3
377,{}/train/label_1/one_side.00_04_39_12.Still3685.png,label_1
378,{}/train/label_3/one_side.02_23_48_27.Still4416.png,label_3
379,{}/train/label_1/one_side.00_04_06_23.Still3590.png,label_1
380,{}/train/label_2/one_side.01_15_34_21.Still2956.png,label_2
381,{}/train/label_3/one_side.02_16_22_01.Still3927.png,label_3
382,{}/train/label_2/one_side.01_17_45_16.Still3308.png,label_2
383,{}/train/label_1/one_side.00_05_13_00.Still3712.png,label_1
384,{}/train/label_1/one_side.00_00_53_00.Still3472.png,label_1
385,{}/train/label_3/one_side.02_19_25_16.Still4114.png,label_3
386,{}/train/label_3/one_side.02_19_25_15.Still4113.png,label_3
387,{}/train/label_1/one_side.00_03_37_01.Still3544.png,label_1
388,{}/train/label_3/one_side.02_21_51_24.Still4310.png,label_3
389,{}/train/label_2/one_side.01_17_27_26.Still3224.png,label_2
390,{}/train/label_3/one_side.02_17_03_10.Still3967.png,label_3
391,{}/train/label_2/one_side.01_14_32_10.Still2737.png,label_2
392,{}/train/label_1/one_side.00_00_28_22.Still3460.png,label_1
393,{}/train/label_1/one_side.01_13_49_19.Still2671.png,label_1
394,{}/train/label_2/one_side.01_18_20_09.Still3408.png,label_2
395,{}/train/label_2/one_side.01_14_26_27.Still2717.png,label_2
396,{}/train/label_3/one_side.01_17_12_23.Still3169.png,label_3
397,{}/train/label_1/one_side.01_17_44_03.Still3290.png,label_1
398,{}/train/label_3/one_side.02_16_14_01.Still3917.png,label_3
399,{}/train/label_3/one_side.02_16_06_29.Still3892.png,label_3
400,{}/train/label_1/one_side.00_00_28_21.Still3459.png,label_1
401,{}/train/label_3/one_side.02_21_20_24.Still4219.png,label_3
402,{}/train/label_3/one_side.02_16_43_24.Still3946.png,label_3
403,{}/train/label_2/one_side.01_16_52_08.Still3118.png,label_2
404,{}/train/label_1/one_side.00_06_15_05.Still3795.png,label_1
405,{}/train/label_2/one_side.02_16_58_02.Still3955.png,label_2
406,{}/train/label_2/one_side.01_15_42_10.Still2972.png,label_2
407,{}/train/label_3/one_side.02_17_38_18.Still3985.png,label_3
408,{}/train/label_3/one_side.02_20_28_00.Still4152.png,label_3
409,{}/train/label_2/one_side.01_17_28_09.Still3261.png,label_2
410,{}/train/label_2/one_side.01_15_43_16.Still2975.png,label_2
