,path,label
25,label_2/Ti_s cam/label_2.01_15_27_16.Still049.jpg,label_2/Ti_s cam/label_2.01_15_27_16.Still049.json
26,label_1/Ti_s cam/Binh_cam.00_03_56_02.Still006.jpg,label_1/Ti_s cam/Binh_cam.00_03_56_02.Still006.json
27,label_1/Ti_s cam/Binh_cam.00_18_53_25.Still103.jpg,label_1/Ti_s cam/Binh_cam.00_18_53_25.Still103.json
28,label_1/Binh_s cam/Binh_cam.00_37_56_21.Still159.jpg,label_1/Binh_s cam/Binh_cam.00_37_56_21.Still159.json
29,label_1/Ti_s cam/Binh_cam.00_38_08_05.Still162.jpg,label_1/Ti_s cam/Binh_cam.00_38_08_05.Still162.json
30,label_2/Kha_s cam/label_2.01_21_32_11.Still151.jpg,label_2/Kha_s cam/label_2.01_21_32_11.Still151.json
31,label_1/Ti_s cam/Binh_cam.00_30_18_02.Still141.jpg,label_1/Ti_s cam/Binh_cam.00_30_18_02.Still141.json
32,label_1/Ti_s cam/Binh_cam.00_38_11_19.Still164.jpg,label_1/Ti_s cam/Binh_cam.00_38_11_19.Still164.json
33,label_2/Binh_s cam/Binh_cam.00_40_17_05.Still196.jpg,label_1/Binh_s cam/Binh_cam.00_40_17_05.Still196.json
34,label_1/Ti_s cam/label_2.01_21_56_25.Still159.jpg,label_2/Ti_s cam/label_2.01_21_56_25.Still159.json
35,label_1/Kha_s cam/label_2.01_21_49_25.Still156.jpg,label_2/Kha_s cam/label_2.01_21_49_25.Still156.json
36,label_2/Binh_s cam/label_2.01_19_24_12.Still113.jpg,label_2/Binh_s cam/label_2.01_19_24_12.Still113.json
37,label_2/Kha_s cam/label_2.01_14_33_22.Still029.jpg,label_2/Kha_s cam/label_2.01_14_33_22.Still029.json
38,label_1/Ti_s cam/Binh_cam.00_30_00_18.Still136.jpg,label_1/Ti_s cam/Binh_cam.00_30_00_18.Still136.json
39,label_1/Ti_s cam/Binh_cam.00_38_32_25.Still171.jpg,label_1/Ti_s cam/Binh_cam.00_38_32_25.Still171.json
40,label_1/Kha_s cam/Binh_cam.00_41_50_09.Still225.jpg,label_1/Kha_s cam/Binh_cam.00_41_50_09.Still225.json
41,label_1/Kha_s cam/Binh_cam.00_16_52_15.Still090.jpg,label_1/Kha_s cam/Binh_cam.00_16_52_15.Still090.json
42,label_1/Ti_s cam/Binh_cam.00_14_50_21.Still074.jpg,label_1/Ti_s cam/Binh_cam.00_14_50_21.Still074.json
43,label_1/Kha_s cam/Binh_cam.00_04_09_15.Still010.jpg,label_1/Kha_s cam/Binh_cam.00_04_09_15.Still010.json
44,label_1/Kha_s cam/label_2.01_37_47_25.Still185.jpg,label_2/Kha_s cam/label_2.01_37_47_25.Still185.json
45,label_2/Binh_s cam/label_2.01_39_08_13.Still206.jpg,label_2/Binh_s cam/label_2.01_39_08_13.Still206.json
46,label_2/Binh_s cam/label_2.01_21_20_25.Still148.jpg,label_2/Binh_s cam/label_2.01_21_20_25.Still148.json
47,label_1/Binh_s cam/Binh_cam.00_07_04_18.Still049.jpg,label_1/Binh_s cam/Binh_cam.00_07_04_18.Still049.json
48,label_1/Binh_s cam/Binh_cam.00_28_44_17.Still120.jpg,label_1/Binh_s cam/Binh_cam.00_28_44_17.Still120.json
49,label_1/Ti_s cam/Binh_cam.00_41_50_09.Still225.jpg,label_1/Ti_s cam/Binh_cam.00_41_50_09.Still225.json
50,label_2/Kha_s cam/label_2.01_37_55_00.Still187.jpg,label_2/Kha_s cam/label_2.01_37_55_00.Still187.json
51,label_2/Ti_s cam/label_2.01_16_23_23.Still068.jpg,label_2/Ti_s cam/label_2.01_16_23_23.Still068.json
52,label_2/Ti_s cam/label_2.01_16_40_21.Still072.jpg,label_2/Ti_s cam/label_2.01_16_40_21.Still072.json
53,label_1/Ti_s cam/Binh_cam.00_18_33_06.Still098.jpg,label_1/Ti_s cam/Binh_cam.00_18_33_06.Still098.json
54,label_1/Kha_s cam/Binh_cam.00_43_04_03.Still242.jpg,label_1/Kha_s cam/Binh_cam.00_43_04_03.Still242.json
55,label_1/Ti_s cam/Binh_cam.00_18_29_20.Still096.jpg,label_1/Ti_s cam/Binh_cam.00_18_29_20.Still096.json
56,label_1/Kha_s cam/Binh_cam.00_43_24_00.Still248.jpg,label_1/Kha_s cam/Binh_cam.00_43_24_00.Still248.json
57,label_1/Kha_s cam/Binh_cam.00_18_57_14.Still104.jpg,label_1/Kha_s cam/Binh_cam.00_18_57_14.Still104.json
58,label_1/Ti_s cam/Binh_cam.00_40_07_14.Still193.jpg,label_1/Ti_s cam/Binh_cam.00_40_07_14.Still193.json
59,label_1/Ti_s cam/Binh_cam.00_05_50_12.Still029.jpg,label_1/Ti_s cam/Binh_cam.00_05_50_12.Still029.json
60,label_2/Ti_s cam/label_2.01_39_15_19.Still208.jpg,label_2/Ti_s cam/label_2.01_39_15_19.Still208.json
61,label_2/Kha_s cam/label_2.01_19_11_25.Still110.jpg,label_2/Kha_s cam/label_2.01_19_11_25.Still110.json
62,label_1/Binh_s cam/Binh_cam.00_04_33_10.Still016.jpg,label_1/Binh_s cam/Binh_cam.00_04_33_10.Still016.json
63,label_1/Ti_s cam/Binh_cam.00_06_35_02.Still041.jpg,label_1/Ti_s cam/Binh_cam.00_06_35_02.Still041.json
64,label_1/Binh_s cam/Binh_cam.00_39_50_13.Still189.jpg,label_1/Binh_s cam/Binh_cam.00_39_50_13.Still189.json
65,label_1/Kha_s cam/Binh_cam.00_30_25_16.Still142.jpg,label_1/Kha_s cam/Binh_cam.00_30_25_16.Still142.json
66,label_1/Binh_s cam/Binh_cam.00_31_13_22.Still152.jpg,label_1/Binh_s cam/Binh_cam.00_31_13_22.Still152.json
67,label_1/Ti_s cam/label_2.01_19_47_23.Still121.jpg,label_2/Ti_s cam/label_2.01_19_47_23.Still121.json
68,label_2/Binh_s cam/label_2.01_15_42_08.Still056.jpg,label_2/Binh_s cam/label_2.01_15_42_08.Still056.json
69,label_2/Binh_s cam/label_2.01_15_35_25.Still051.jpg,label_2/Binh_s cam/label_2.01_15_35_25.Still051.json
70,label_2/Ti_s cam/label_2.01_18_06_09.Still094.jpg,label_2/Ti_s cam/label_2.01_18_06_09.Still094.json
71,label_2/Binh_s cam/label_2.01_38_51_08.Still200.jpg,label_2/Binh_s cam/label_2.01_38_51_08.Still200.json
72,label_1/Binh_s cam/Binh_cam.00_29_13_01.Still128.jpg,label_1/Binh_s cam/Binh_cam.00_29_13_01.Still128.json
73,label_2/Binh_s cam/label_2.01_19_50_16.Still122.jpg,label_2/Binh_s cam/label_2.01_19_50_16.Still122.json
74,label_2/Kha_s cam/label_2.01_39_08_13.Still206.jpg,label_2/Kha_s cam/label_2.01_39_08_13.Still206.json
75,label_1/Binh_s cam/Binh_cam.00_07_08_03.Still050.jpg,label_1/Binh_s cam/Binh_cam.00_07_08_03.Still050.json
76,label_2/Binh_s cam/label_2.01_15_13_27.Still046.jpg,label_2/Binh_s cam/label_2.01_15_13_27.Still046.json
77,label_1/Binh_s cam/Binh_cam.00_39_31_15.Still185.jpg,label_1/Binh_s cam/Binh_cam.00_39_31_15.Still185.json
78,label_1/Binh_s cam/Binh_cam.00_14_46_10.Still073.jpg,label_1/Binh_s cam/Binh_cam.00_14_46_10.Still073.json
79,label_1/Ti_s cam/Binh_cam.00_16_38_17.Still087.jpg,label_1/Ti_s cam/Binh_cam.00_16_38_17.Still087.json
80,label_2/Kha_s cam/label_2.01_20_26_02.Still132.jpg,label_2/Kha_s cam/label_2.01_20_26_02.Still132.json
81,label_1/Binh_s cam/Binh_cam.00_18_40_28.Still100.jpg,label_1/Binh_s cam/Binh_cam.00_18_40_28.Still100.json
82,label_2/Binh_s cam/label_2.01_14_42_22.Still031.jpg,label_2/Binh_s cam/label_2.01_14_42_22.Still031.json
83,label_1/Kha_s cam/Binh_cam.00_18_53_25.Still103.jpg,label_1/Kha_s cam/Binh_cam.00_18_53_25.Still103.json
84,label_2/Kha_s cam/label_2.01_14_42_22.Still031.jpg,label_2/Kha_s cam/label_2.01_14_42_22.Still031.json
85,label_2/Binh_s cam/label_2.01_13_52_18.Still013.jpg,label_2/Binh_s cam/label_2.01_13_52_18.Still013.json
86,label_2/Ti_s cam/label_2.01_13_51_20.Still012.jpg,label_2/Ti_s cam/label_2.01_13_51_20.Still012.json
87,label_1/Ti_s cam/Binh_cam.00_39_13_21.Still181.jpg,label_1/Ti_s cam/Binh_cam.00_39_13_21.Still181.json
88,label_2/Binh_s cam/label_2.01_15_39_06.Still055.jpg,label_2/Binh_s cam/label_2.01_15_39_06.Still055.json
89,label_1/Ti_s cam/Binh_cam.00_14_26_07.Still068.jpg,label_1/Ti_s cam/Binh_cam.00_14_26_07.Still068.json
90,label_2/Kha_s cam/label_2.01_16_43_13.Still073.jpg,label_2/Kha_s cam/label_2.01_16_43_13.Still073.json
91,label_2/Binh_s cam/label_2.01_13_57_07.Still014.jpg,label_2/Binh_s cam/label_2.01_13_57_07.Still014.json
92,label_1/Ti_s cam/Binh_cam.00_30_38_06.Still146.jpg,label_1/Ti_s cam/Binh_cam.00_30_38_06.Still146.json
93,label_2/Ti_s cam/label_2.01_18_51_09.Still105.jpg,label_2/Ti_s cam/label_2.01_18_51_09.Still105.json
94,label_2/Ti_s cam/label_2.01_20_01_01.Still125.jpg,label_2/Ti_s cam/label_2.01_20_01_01.Still125.json
95,label_1/Kha_s cam/Binh_cam.00_40_48_13.Still208.jpg,label_1/Kha_s cam/Binh_cam.00_40_48_13.Still208.json
96,label_1/Binh_s cam/Binh_cam.00_38_03_05.Still161.jpg,label_1/Binh_s cam/Binh_cam.00_38_03_05.Still161.json
97,label_1/Binh_s cam/Binh_cam.00_39_17_25.Still182.jpg,label_1/Binh_s cam/Binh_cam.00_39_17_25.Still182.json
98,label_1/Ti_s cam/Binh_cam.00_38_19_23.Still166.jpg,label_1/Ti_s cam/Binh_cam.00_38_19_23.Still166.json
99,label_1/Ti_s cam/Binh_cam.00_19_28_03.Still110.jpg,label_1/Ti_s cam/Binh_cam.00_19_28_03.Still110.json
100,label_1/Kha_s cam/Binh_cam.00_42_32_18.Still236.jpg,label_1/Kha_s cam/Binh_cam.00_42_32_18.Still236.json
101,label_2/Binh_s cam/label_2.01_37_22_18.Still178.jpg,label_2/Binh_s cam/label_2.01_37_22_18.Still178.json
102,label_2/Ti_s cam/label_2.01_20_52_02.Still140.jpg,label_2/Ti_s cam/label_2.01_20_52_02.Still140.json
103,label_2/Binh_s cam/Binh_cam.00_40_31_25.Still202.jpg,label_1/Binh_s cam/Binh_cam.00_40_31_25.Still202.json
104,label_2/Ti_s cam/label_2.01_19_24_12.Still113.jpg,label_2/Ti_s cam/label_2.01_19_24_12.Still113.json
105,label_2/Binh_s cam/label_2.01_15_13_03.Still045.jpg,label_2/Binh_s cam/label_2.01_15_13_03.Still045.json
106,label_2/Binh_s cam/Binh_cam.00_09_48_02.Still059.jpg,label_1/Binh_s cam/Binh_cam.00_09_48_02.Still059.json
107,label_2/Kha_s cam/label_2.01_15_13_27.Still046.jpg,label_2/Kha_s cam/label_2.01_15_13_27.Still046.json
108,label_1/Binh_s cam/Binh_cam.00_38_55_23.Still175.jpg,label_1/Binh_s cam/Binh_cam.00_38_55_23.Still175.json
109,label_2/Kha_s cam/label_2.01_20_34_25.Still135.jpg,label_2/Kha_s cam/label_2.01_20_34_25.Still135.json
110,label_1/Binh_s cam/Binh_cam.00_15_05_16.Still077.jpg,label_1/Binh_s cam/Binh_cam.00_15_05_16.Still077.json
111,label_2/Ti_s cam/label_2.01_13_59_03.Still015.jpg,label_2/Ti_s cam/label_2.01_13_59_03.Still015.json
112,label_2/Ti_s cam/label_2.01_14_30_14.Still028.jpg,label_2/Ti_s cam/label_2.01_14_30_14.Still028.json
113,label_1/Ti_s cam/Binh_cam.00_15_08_10.Still078.jpg,label_1/Ti_s cam/Binh_cam.00_15_08_10.Still078.json
114,label_2/Binh_s cam/label_2.01_16_23_23.Still068.jpg,label_2/Binh_s cam/label_2.01_16_23_23.Still068.json
115,label_1/Ti_s cam/Binh_cam.00_06_35_18.Still042.jpg,label_1/Ti_s cam/Binh_cam.00_06_35_18.Still042.json
116,label_1/Binh_s cam/Binh_cam.00_41_42_00.Still222.jpg,label_1/Binh_s cam/Binh_cam.00_41_42_00.Still222.json
117,label_1/Kha_s cam/Binh_cam.00_30_30_11.Still143.jpg,label_1/Kha_s cam/Binh_cam.00_30_30_11.Still143.json
118,label_1/Ti_s cam/Binh_cam.00_30_42_09.Still147.jpg,label_1/Ti_s cam/Binh_cam.00_30_42_09.Still147.json
119,label_1/Binh_s cam/Binh_cam.00_04_46_21.Still020.jpg,label_1/Binh_s cam/Binh_cam.00_04_46_21.Still020.json
120,label_2/Ti_s cam/label_2.01_37_19_19.Still177.jpg,label_2/Ti_s cam/label_2.01_37_19_19.Still177.json
121,label_2/Ti_s cam/label_2.01_19_06_10.Still109.jpg,label_2/Ti_s cam/label_2.01_19_06_10.Still109.json
122,label_1/Binh_s cam/Binh_cam.00_40_56_07.Still210.jpg,label_1/Binh_s cam/Binh_cam.00_40_56_07.Still210.json
123,label_1/Kha_s cam/Binh_cam.00_05_09_09.Still021.jpg,label_1/Kha_s cam/Binh_cam.00_05_09_09.Still021.json
124,label_2/Binh_s cam/label_2.01_14_13_26.Still024.jpg,label_2/Binh_s cam/label_2.01_14_13_26.Still024.json
125,label_2/Kha_s cam/label_2.01_37_11_21.Still175.jpg,label_2/Kha_s cam/label_2.01_37_11_21.Still175.json
126,label_2/Kha_s cam/label_2.01_15_42_08.Still056.jpg,label_2/Kha_s cam/label_2.01_15_42_08.Still056.json
127,label_2/Kha_s cam/label_2.01_38_08_13.Still191.jpg,label_2/Kha_s cam/label_2.01_38_08_13.Still191.json
128,label_1/Kha_s cam/Binh_cam.00_05_50_12.Still029.jpg,label_1/Kha_s cam/Binh_cam.00_05_50_12.Still029.json
129,label_2/Kha_s cam/label_2.01_15_54_22.Still060.jpg,label_2/Kha_s cam/label_2.01_15_54_22.Still060.json
130,label_2/Ti_s cam/label_2.01_14_03_11.Still019.jpg,label_2/Ti_s cam/label_2.01_14_03_11.Still019.json
131,label_1/Binh_s cam/Binh_cam.00_39_01_29.Still178.jpg,label_1/Binh_s cam/Binh_cam.00_39_01_29.Still178.json
132,label_2/Binh_s cam/Binh_cam.00_14_20_21.Still067.jpg,label_1/Binh_s cam/Binh_cam.00_14_20_21.Still067.json
133,label_1/Kha_s cam/Binh_cam.00_41_52_26.Still226.jpg,label_1/Kha_s cam/Binh_cam.00_41_52_26.Still226.json
134,label_1/Ti_s cam/Binh_cam.00_39_50_13.Still189.jpg,label_1/Ti_s cam/Binh_cam.00_39_50_13.Still189.json
135,label_1/Ti_s cam/Binh_cam.00_04_29_15.Still015.jpg,label_1/Ti_s cam/Binh_cam.00_04_29_15.Still015.json
136,label_1/Kha_s cam/label_2.01_13_23_06.Still000.jpg,label_2/Kha_s cam/label_2.01_13_23_06.Still000.json
137,label_2/Kha_s cam/label_2.01_14_42_24.Still032.jpg,label_2/Kha_s cam/label_2.01_14_42_24.Still032.json
138,label_1/Ti_s cam/Binh_cam.00_03_50_20.Still004.jpg,label_1/Ti_s cam/Binh_cam.00_03_50_20.Still004.json
139,label_2/Binh_s cam/label_2.01_13_59_03.Still015.jpg,label_2/Binh_s cam/label_2.01_13_59_03.Still015.json
140,label_2/Binh_s cam/label_2.01_22_33_05.Still170.jpg,label_2/Binh_s cam/label_2.01_22_33_05.Still170.json
141,label_2/Kha_s cam/label_2.01_16_53_10.Still075.jpg,label_2/Kha_s cam/label_2.01_16_53_10.Still075.json
142,label_2/Binh_s cam/label_2.01_14_33_22.Still029.jpg,label_2/Binh_s cam/label_2.01_14_33_22.Still029.json
143,label_1/Ti_s cam/Binh_cam.00_28_35_16.Still118.jpg,label_1/Ti_s cam/Binh_cam.00_28_35_16.Still118.json
144,label_1/Ti_s cam/Binh_cam.00_43_08_11.Still244.jpg,label_1/Ti_s cam/Binh_cam.00_43_08_11.Still244.json
145,label_1/Ti_s cam/Binh_cam.00_42_23_26.Still234.jpg,label_1/Ti_s cam/Binh_cam.00_42_23_26.Still234.json
146,label_1/Kha_s cam/Binh_cam.00_29_26_24.Still130.jpg,label_1/Kha_s cam/Binh_cam.00_29_26_24.Still130.json
147,label_1/Binh_s cam/Binh_cam.00_42_10_19.Still231.jpg,label_1/Binh_s cam/Binh_cam.00_42_10_19.Still231.json
148,label_1/Binh_s cam/Binh_cam.00_06_21_08.Still037.jpg,label_1/Binh_s cam/Binh_cam.00_06_21_08.Still037.json
149,label_2/Binh_s cam/label_2.01_14_26_29.Still027.jpg,label_2/Binh_s cam/label_2.01_14_26_29.Still027.json
150,label_1/Binh_s cam/label_2.01_13_29_20.Still002.jpg,label_2/Binh_s cam/label_2.01_13_29_20.Still002.json
151,label_1/Kha_s cam/Binh_cam.00_28_38_09.Still119.jpg,label_1/Kha_s cam/Binh_cam.00_28_38_09.Still119.json
152,label_1/Kha_s cam/Binh_cam.00_42_45_16.Still238.jpg,label_1/Kha_s cam/Binh_cam.00_42_45_16.Still238.json
153,label_1/Kha_s cam/Binh_cam.00_06_46_00.Still045.jpg,label_1/Kha_s cam/Binh_cam.00_06_46_00.Still045.json
154,label_1/Ti_s cam/Binh_cam.00_43_05_16.Still243.jpg,label_1/Ti_s cam/Binh_cam.00_43_05_16.Still243.json
155,label_1/Binh_s cam/label_2.01_22_03_13.Still161.jpg,label_2/Binh_s cam/label_2.01_22_03_13.Still161.json
156,label_1/Kha_s cam/Binh_cam.00_16_34_14.Still086.jpg,label_1/Kha_s cam/Binh_cam.00_16_34_14.Still086.json
157,label_1/Ti_s cam/Binh_cam.00_39_31_15.Still185.jpg,label_1/Ti_s cam/Binh_cam.00_39_31_15.Still185.json
158,label_2/Binh_s cam/label_2.01_38_08_13.Still191.jpg,label_2/Binh_s cam/label_2.01_38_08_13.Still191.json
159,label_1/Binh_s cam/Binh_cam.00_30_30_11.Still143.jpg,label_1/Binh_s cam/Binh_cam.00_30_30_11.Still143.json
160,label_1/Ti_s cam/Binh_cam.00_09_53_05.Still060.jpg,label_1/Ti_s cam/Binh_cam.00_09_53_05.Still060.json
161,label_2/Binh_s cam/label_2.01_15_05_11.Still041.jpg,label_2/Binh_s cam/label_2.01_15_05_11.Still041.json
162,label_1/Binh_s cam/Binh_cam.00_06_03_27.Still032.jpg,label_1/Binh_s cam/Binh_cam.00_06_03_27.Still032.json
163,label_2/Ti_s cam/label_2.01_39_05_07.Still204.jpg,label_2/Ti_s cam/label_2.01_39_05_07.Still204.json
164,label_1/Kha_s cam/Binh_cam.00_30_37_02.Still145.jpg,label_1/Kha_s cam/Binh_cam.00_30_37_02.Still145.json
165,label_2/Kha_s cam/label_2.01_16_37_00.Still071.jpg,label_2/Kha_s cam/label_2.01_16_37_00.Still071.json
166,label_1/Binh_s cam/Binh_cam.00_30_25_16.Still142.jpg,label_1/Binh_s cam/Binh_cam.00_30_25_16.Still142.json
167,label_1/Kha_s cam/Binh_cam.00_31_23_25.Still155.jpg,label_1/Kha_s cam/Binh_cam.00_31_23_25.Still155.json
168,label_2/Kha_s cam/label_2.01_13_44_28.Still008.jpg,label_2/Kha_s cam/label_2.01_13_44_28.Still008.json
169,label_1/Binh_s cam/Binh_cam.00_06_12_07.Still035.jpg,label_1/Binh_s cam/Binh_cam.00_06_12_07.Still035.json
170,label_2/Binh_s cam/label_2.01_21_40_18.Still153.jpg,label_2/Binh_s cam/label_2.01_21_40_18.Still153.json
171,label_2/Kha_s cam/label_2.01_14_36_11.Still030.jpg,label_2/Kha_s cam/label_2.01_14_36_11.Still030.json
172,label_2/Kha_s cam/label_2.01_14_13_26.Still024.jpg,label_2/Kha_s cam/label_2.01_14_13_26.Still024.json
173,label_1/Ti_s cam/Binh_cam.00_40_35_24.Still203.jpg,label_1/Ti_s cam/Binh_cam.00_40_35_24.Still203.json
174,label_1/Binh_s cam/Binh_cam.00_04_39_13.Still018.jpg,label_1/Binh_s cam/Binh_cam.00_04_39_13.Still018.json
175,label_1/Ti_s cam/Binh_cam.00_06_25_07.Still038.jpg,label_1/Ti_s cam/Binh_cam.00_06_25_07.Still038.json
176,label_1/Binh_s cam/Binh_cam.00_05_54_08.Still030.jpg,label_1/Binh_s cam/Binh_cam.00_05_54_08.Still030.json
177,label_1/Ti_s cam/Binh_cam.00_38_23_18.Still167.jpg,label_1/Ti_s cam/Binh_cam.00_38_23_18.Still167.json
178,label_2/Ti_s cam/label_2.01_16_20_24.Still066.jpg,label_2/Ti_s cam/label_2.01_16_20_24.Still066.json
179,label_1/Ti_s cam/label_2.01_13_33_17.Still003.jpg,label_2/Ti_s cam/label_2.01_13_33_17.Still003.json
180,label_2/Kha_s cam/label_2.01_17_26_15.Still084.jpg,label_2/Kha_s cam/label_2.01_17_26_15.Still084.json
181,label_1/Ti_s cam/Binh_cam.00_05_27_19.Still025.jpg,label_1/Ti_s cam/Binh_cam.00_05_27_19.Still025.json
182,label_2/Ti_s cam/label_2.01_15_42_08.Still056.jpg,label_2/Ti_s cam/label_2.01_15_42_08.Still056.json
183,label_1/Kha_s cam/Binh_cam.00_04_33_24.Still017.jpg,label_1/Kha_s cam/Binh_cam.00_04_33_24.Still017.json
184,label_1/Binh_s cam/label_2.01_37_50_04.Still186.jpg,label_2/Binh_s cam/label_2.01_37_50_04.Still186.json
185,label_2/Binh_s cam/label_2.01_14_58_15.Still040.jpg,label_2/Binh_s cam/label_2.01_14_58_15.Still040.json
186,label_1/Binh_s cam/Binh_cam.00_41_50_09.Still225.jpg,label_1/Binh_s cam/Binh_cam.00_41_50_09.Still225.json
187,label_1/Ti_s cam/Binh_cam.00_31_23_25.Still155.jpg,label_1/Ti_s cam/Binh_cam.00_31_23_25.Still155.json
188,label_1/Kha_s cam/Binh_cam.00_15_09_06.Still079.jpg,label_1/Kha_s cam/Binh_cam.00_15_09_06.Still079.json
189,label_2/Ti_s cam/label_2.01_38_03_28.Still190.jpg,label_2/Ti_s cam/label_2.01_38_03_28.Still190.json
190,label_2/Ti_s cam/label_2.01_15_20_08.Still048.jpg,label_2/Ti_s cam/label_2.01_15_20_08.Still048.json
191,label_2/Kha_s cam/label_2.01_38_51_08.Still200.jpg,label_2/Kha_s cam/label_2.01_38_51_08.Still200.json
192,label_2/Kha_s cam/label_2.01_17_52_08.Still090.jpg,label_2/Kha_s cam/label_2.01_17_52_08.Still090.json
193,label_1/Ti_s cam/label_2.01_13_23_06.Still000.jpg,label_2/Ti_s cam/label_2.01_13_23_06.Still000.json
194,label_1/Ti_s cam/Binh_cam.00_42_45_16.Still238.jpg,label_1/Ti_s cam/Binh_cam.00_42_45_16.Still238.json
195,label_1/Kha_s cam/Binh_cam.00_18_29_20.Still096.jpg,label_1/Kha_s cam/Binh_cam.00_18_29_20.Still096.json
196,label_2/Ti_s cam/Binh_cam.00_14_10_00.Still065.jpg,label_1/Ti_s cam/Binh_cam.00_14_10_00.Still065.json
197,label_1/Kha_s cam/Binh_cam.00_16_44_21.Still088.jpg,label_1/Kha_s cam/Binh_cam.00_16_44_21.Still088.json
198,label_2/Binh_s cam/label_2.01_38_28_01.Still197.jpg,label_2/Binh_s cam/label_2.01_38_28_01.Still197.json
199,label_1/Binh_s cam/Binh_cam.00_06_35_02.Still041.jpg,label_1/Binh_s cam/Binh_cam.00_06_35_02.Still041.json
200,label_2/Ti_s cam/label_2.01_16_53_10.Still075.jpg,label_2/Ti_s cam/label_2.01_16_53_10.Still075.json
201,label_1/Kha_s cam/Binh_cam.00_39_13_21.Still181.jpg,label_1/Kha_s cam/Binh_cam.00_39_13_21.Still181.json
202,label_1/Binh_s cam/Binh_cam.00_06_43_04.Still044.jpg,label_1/Binh_s cam/Binh_cam.00_06_43_04.Still044.json
203,label_1/Binh_s cam/Binh_cam.00_30_17_05.Still140.jpg,label_1/Binh_s cam/Binh_cam.00_30_17_05.Still140.json
204,label_2/Binh_s cam/label_2.01_15_20_08.Still048.jpg,label_2/Binh_s cam/label_2.01_15_20_08.Still048.json
205,label_1/Kha_s cam/Binh_cam.00_29_31_29.Still131.jpg,label_1/Kha_s cam/Binh_cam.00_29_31_29.Still131.json
206,label_2/Kha_s cam/Binh_cam.00_40_21_08.Still197.jpg,label_1/Kha_s cam/Binh_cam.00_40_21_08.Still197.json
